"","assessed_value"
"2511",229184.880716142
"2512",296666.77232229
"2513",426794.829059468
"2514",213894.142377679
"2515",211380.981673377
"2516",224101.12478818
"2517",314652.527668876
"2518",78982.9669164833
"2519",259508.824195369
"2520",383774.948160458
"2521",327411.599288922
"2522",232004.288450118
"2523",318213.604262181
"2524",319970.453759001
"2525",342731.270206878
"2526",277039.537861265
"2527",457077.615540736
"2528",205005.360863811
"2529",247767.377085127
"2530",253267.021721202
"2531",223458.935376987
"2532",283692.052222946
"2533",215182.490765846
"2534",229064.453267146
"2535",386965.769084765
"2536",383290.285421675
"2537",359188.377464073
"2538",508241.325930928
"2539",476664.435898973
"2540",190772.914492853
"2541",142677.608386242
"2542",227493.554826942
"2543",294856.419002522
"2544",595791.536709487
"2545",323921.207380212
"2546",153442.992494423
"2547",166523.305573185
"2548",339904.865926594
"2549",303659.148345237
"2550",507440.005495964
"2551",26461.5286843838
"2552",332572.869945384
"2553",33337.2235340538
"2554",452156.748288943
"2555",237795.271343987
"2556",192638.48699125
"2557",201530.00779422
"2558",606814.641382718
"2559",214300.204530542
"2560",207786.800926807
"2561",148019.143107114
"2562",72299.4081491482
"2563",152086.745824074
"2564",316775.685602091
"2565",196593.138329498
"2566",478509.263260935
"2567",127236.884660089
"2568",61531.3088289104
"2569",153467.96985916
"2570",602060.668774534
"2571",294657.129670867
"2572",312724.580712674
"2573",281794.227192492
"2574",329724.585036081
"2575",224877.715574087
"2576",272901.01565601
"2577",252992.179120549
"2578",236707.94770939
"2579",121129.483479983
"2580",386395.370368099
"2581",168000.816764434
"2582",216767.452034644
"2583",421266.716123702
"2584",138306.329257532
"2585",79486.1728178691
"2586",281426.045913177
"2587",121737.094185052
"2588",302416.277156358
"2589",377239.876867342
"2590",235087.727453123
"2591",170555.312037623
"2592",206690.927937204
"2593",610152.21597804
"2594",338091.196020896
"2595",510785.023054565
"2596",108963.320070003
"2597",304209.136139639
"2598",258386.165723689
"2599",325457.765562856
"2600",143595.96442762
"2601",442916.300634473
"2602",817334.79687928
"2603",725959.357350513
"2604",322012.915068453
"2605",293591.635890466
"2606",627729.252528964
"2607",388979.615976593
"2608",333181.476292074
"2609",370961.540273167
"2610",164645.552729007
"2611",353388.138356642
"2612",437188.852763246
"2613",126571.011541053
"2614",127258.481318987
"2615",211876.497273011
"2616",0
"2617",210967.476850676
"2618",299002.721047779
"2619",294525.594380304
"2620",241579.681095782
"2621",227125.619343429
"2622",281544.322642647
"2623",312171.219305338
"2624",235666.984911935
"2625",299273.033703575
"2626",272764.0099981
"2627",275493.754625687
"2628",264036.803951288
"2629",367322.819311852
"2630",252148.270350907
"2631",177891.712477282
"2632",200569.519866504
"2633",698928.203195185
"2634",126092.41034109
"2635",301943.705328801
"2636",282477.406992223
"2637",187905.182495427
"2638",292903.549270422
"2639",278808.663158692
"2640",421762.597501524
"2641",383061.086269041
"2642",143605.160856768
"2643",82848.9008877638
"2644",155018.559215485
"2645",128318.368947226
"2646",279366.571159831
"2647",253010.172287768
"2648",199509.110925736
"2649",256762.647596311
"2650",397509.640094034
"2651",497276.869280829
"2652",470981.853448128
"2653",3842.91434613526
"2654",333860.135997542
"2655",310723.654814582
"2656",290948.156281859
"2657",481773.982360349
"2658",72481.7126262988
"2659",198217.615719158
"2660",334086.19341762
"2661",411157.709108861
"2662",187937.636258287
"2663",177672.076744837
"2664",299428.006250921
"2665",80431.0285423631
"2666",146733.965063974
"2667",468782.656382166
"2668",407148.511436297
"2669",327271.318763802
"2670",590524.453065395
"2671",199381.802512294
"2672",360477.769842451
"2673",208387.901705901
"2674",142089.702602139
"2675",402786.703710395
"2676",632109.250038011
"2677",392994.621950392
"2678",123172.295428974
"2679",508820.918536012
"2680",188589.705918123
"2681",186518.818490505
"2682",237782.354708464
"2683",140402.196488951
"2684",269240.297971126
"2685",372108.769088006
"2686",179864.608570018
"2687",191745.367449377
"2688",576167.660091549
"2689",440950.645120599
"2690",259691.617365615
"2691",148843.381196755
"2692",347260.79288631
"2693",135498.071048073
"2694",217965.729988728
"2695",117691.111625288
"2696",392574.360475708
"2697",474446.20270528
"2698",220700.125789634
"2699",92683.7837157559
"2700",235425.834750196
"2701",171031.607250301
"2702",69986.8767620747
"2703",342391.572134541
"2704",225392.243141362
"2705",343778.11001668
"2706",249431.315350181
"2707",72431.9893332545
"2708",447868.004573142
"2709",161985.426147272
"2710",351695.804730077
"2711",450618.628876132
"2712",259208.630389232
"2713",425430.965678444
"2714",265096.266123098
"2715",303036.147808186
"2716",286811.215103838
"2717",136428.519849224
"2718",192658.521678683
"2719",232655.845285846
"2720",33972.3415448865
"2721",374001.03659498
"2722",265772.503337598
"2723",226621.052656545
"2724",419375.514357732
"2725",378802.313960288
"2726",270059.780558773
"2727",217906.35625681
"2728",242190.662801713
"2729",103738.821896334
"2730",448476.723193892
"2731",161323.100015361
"2732",267341.027093578
"2733",230952.510293188
"2734",238002.263602377
"2735",688747.531892298
"2736",152855.618713792
"2737",139392.097150574
"2738",366862.158561978
"2739",328551.043736501
"2740",241951.214785108
"2741",280628.793154564
"2742",163501.81257626
"2743",388434.364619258
"2744",463448.028675318
"2745",179718.659035602
"2746",168652.276441086
"2747",370237.400105386
"2748",875189.706234562
"2749",469814.495474501
"2750",114910.07908998
"2751",171264.188779398
"2752",127637.529356302
"2753",366184.221208031
"2754",306601.424283633
"2755",190764.532451469
"2756",291221.507413233
"2757",171673.043633224
"2758",191664.435492503
"2759",552527.460870405
"2760",197306.161534919
"2761",441640.916074559
"2762",404256.975626454
"2763",497705.894088453
"2764",121524.670328673
"2765",336479.116014911
"2766",195981.342258693
"2767",434663.837940442
"2768",65685.5862951818
"2769",203980.678396639
"2770",199037.463396384
"2771",134173.482635919
"2772",249418.514229591
"2773",190338.436528425
"2774",262411.578077543
"2775",639980.718115353
"2776",279983.338335036
"2777",527658.696549711
"2778",219375.006131505
"2779",107878.226481465
"2780",267314.512846513
"2781",184056.76818539
"2782",81721.3586003282
"2783",306277.453950408
"2784",318030.634982928
"2785",236031.868995511
"2786",290884.085190826
"2787",228995.511866105
"2788",164854.315685748
"2789",0
"2790",165371.273139982
"2791",593508.785844324
"2792",408577.785198091
"2793",335257.34232606
"2794",330218.932914948
"2795",226221.752031237
"2796",437633.431435665
"2797",91308.4642594056
"2798",379642.900875859
"2799",340495.016475362
"2800",520541.517888234
"2801",168478.036975943
"2802",449136.214280521
"2803",260600.028201617
"2804",253102.470447068
"2805",218425.741442715
"2806",118080.166831283
"2807",315624.768906898
"2808",29874.1939505366
"2809",437218.58729488
"2810",73140.5792052479
"2811",46485.1503663758
"2812",158029.271286211
"2813",209516.344543174
"2814",176555.449718716
"2815",274120.602259779
"2816",34341.018375553
"2817",188806.734929412
"2818",451194.858046308
"2819",164858.25465971
"2820",236839.652907064
"2821",430802.596462114
"2822",138584.288205748
"2823",260757.920996112
"2824",149296.260088236
"2825",97319.1060809069
"2826",231385.05231626
"2827",210283.532955604
"2828",185428.770732184
"2829",231428.959445806
"2830",223997.515955337
"2831",153729.840230215
"2832",197358.974945555
"2833",375004.558182962
"2834",235849.530123521
"2835",129133.484697994
"2836",211373.405593918
"2837",183383.074395924
"2838",271549.573905606
"2839",184246.82490304
"2840",311106.485650005
"2841",485358.702388016
"2842",485849.231975402
"2843",240010.162309167
"2844",150502.602894644
"2845",262899.958706734
"2846",684667.282085779
"2847",267294.939977178
"2848",274134.311472716
"2849",156301.208245941
"2850",311490.943595659
"2851",139442.446514405
"2852",349586.07485993
"2853",221540.285703242
"2854",296267.478832002
"2855",383632.942456049
"2856",403405.422722826
"2857",204926.605323706
"2858",409445.259322353
"2859",0
"2860",0
"2861",346813.530324241
"2862",135758.805108218
"2863",304010.0074857
"2864",110822.242799625
"2865",165594.510714577
"2866",348088.55697008
"2867",360848.766407779
"2868",0
"2869",221426.714320298
"2870",133787.960707154
"2871",96447.0458973559
"2872",235429.64098961
"2873",84131.0716752932
"2874",455464.810581047
"2875",319487.160934717
"2876",95258.3437385016
"2877",716451.778610565
"2878",296518.548933113
"2879",256757.273578017
"2880",350990.032329649
"2881",524519.643197586
"2882",402924.620126165
"2883",155115.117468664
"2884",246197.721629333
"2885",487612.312225247
"2886",352808.410652033
"2887",323957.141849822
"2888",591316.914592293
"2889",113481.3210058
"2890",298966.173186011
"2891",454625.563417837
"2892",230101.265877848
"2893",230215.865218986
"2894",352821.656273098
"2895",161103.00237095
"2896",108159.495689701
"2897",199724.90986062
"2898",80868.4745561878
"2899",238927.438233049
"2900",159346.512696402
"2901",255886.502314594
"2902",159815.813286101
"2903",187499.957157487
"2904",465422.742032692
"2905",145341.576041633
"2906",78831.0262103471
"2907",265730.237976241
"2908",337237.44633159
"2909",217482.385255619
"2910",225330.102968382
"2911",206355.446004974
"2912",116009.946512437
"2913",196165.651086556
"2914",209084.037141455
"2915",151113.674765037
"2916",528509.257630946
"2917",195906.139473457
"2918",204840.336345139
"2919",0
"2920",267625.458257902
"2921",149738.688853551
"2922",315551.999327915
"2923",98420.274738564
"2924",224158.058798974
"2925",173792.427195363
"2926",450917.89691592
"2927",314492.651492374
"2928",499230.27481663
"2929",38325.7664293417
"2930",383425.407724626
"2931",151790.030652567
"2932",361835.664090851
"2933",240671.896455665
"2934",452207.2565712
"2935",209908.688032603
"2936",25006.2050366838
"2937",113572.529195516
"2938",139603.516205897
"2939",343251.474684709
"2940",178077.208258885
"2941",148281.990370591
"2942",224213.515474644
"2943",648543.109546417
"2944",204243.461493192
"2945",431580.167916503
"2946",320709.808030479
"2947",544844.269523553
"2948",256696.80483275
"2949",181652.797635926
"2950",77673.449287896
"2951",157392.084531756
"2952",677293.896266576
"2953",357495.596301384
"2954",261021.876141357
"2955",221421.851101352
"2956",103921.498984471
"2957",193605.05146373
"2958",176046.543665636
"2959",310301.183040791
"2960",135322.191503281
"2961",150041.1234194
"2962",320598.300425801
"2963",556311.581433161
"2964",324703.030420394
"2965",119413.343107659
"2966",186475.209738031
"2967",334893.746685313
"2968",177048.125527946
"2969",407486.725005928
"2970",171044.481592605
"2971",452477.483088784
"2972",475367.064647407
"2973",509795.878058472
"2974",144561.619815893
"2975",180286.502230937
"2976",509826.576132514
"2977",202319.180061847
"2978",263837.999693771
"2979",344078.271724429
"2980",169961.735389265
"2981",146268.675664471
"2982",102286.781954779
"2983",244835.245105388
"2984",137609.270169647
"2985",498484.627840079
"2986",151551.368419821
"2987",204264.923468334
"2988",146180.931412887
"2989",210658.846856273
"2990",224755.712725262
"2991",188769.958230846
"2992",223923.848991997
"2993",391278.437797882
"2994",307774.908863432
"2995",302628.694551562
"2996",495772.242328921
"2997",142113.378159956
"2998",154836.944952118
"2999",358347.489271814
"3000",397788.943041432
"3001",359983.691650413
"3002",145249.156231583
"3003",193433.621315384
"3004",775676.80664067
"3005",43565.4151436762
"3006",625001.094761423
"3007",94122.8818287863
"3008",158205.699355666
"3009",283263.252760493
"3010",237282.620197881
"3011",55989.6277519765
"3012",129572.938167102
"3013",0
"3014",383741.47807115
"3015",160666.622566001
"3016",372234.207267087
"3017",310782.121329167
"3018",179945.35077598
"3019",108718.418962219
"3020",223697.384950825
"3021",241607.174152139
"3022",165519.03526001
"3023",249134.041216313
"3024",305263.24324173
"3025",77328.917371739
"3026",334431.413531834
"3027",314529.871375173
"3028",472082.163286994
"3029",215212.946736944
"3030",174664.00954921
"3031",123798.298879259
"3032",109681.584382163
"3033",292541.716840866
"3034",233336.330303678
"3035",280720.308985694
"3036",209588.595734819
"3037",187115.914906797
"3038",113349.590934363
"3039",58423.9782871669
"3040",281557.429947965
"3041",181915.01678114
"3042",125928.551207554
"3043",159990.481253445
"3044",447790.506131419
"3045",341413.752374601
"3046",218652.568002089
"3047",278602.19837157
"3048",278523.565872317
"3049",126440.623708518
"3050",36776.5471183678
"3051",315523.81299331
"3052",443014.867384263
"3053",150698.360475702
"3054",158948.389076896
"3055",184073.720435962
"3056",130358.280028387
"3057",221401.704950662
"3058",442909.670248766
"3059",327929.985008951
"3060",413526.409332593
"3061",213103.833195822
"3062",164072.905354848
"3063",503768.599494318
"3064",223269.441327362
"3065",206571.61652851
"3066",675688.846919887
"3067",616264.978073764
"3068",286091.216159226
"3069",270950.128141612
"3070",266739.175476887
"3071",140036.112146299
"3072",223358.613680811
"3073",269356.309157366
"3074",317269.997786102
"3075",64433.7639939848
"3076",225039.506751538
"3077",175416.708434706
"3078",138212.212886187
"3079",204347.775682754
"3080",747058.417850142
"3081",144881.170549726
"3082",186239.324997499
"3083",247529.003329481
"3084",184515.650626922
"3085",115850.603113446
"3086",125887.486307875
"3087",172537.892455033
"3088",173965.423894312
"3089",243385.873261991
"3090",243650.768236715
"3091",235491.566251043
"3092",306052.603427842
"3093",208230.219175132
"3094",67448.7356638548
"3095",192169.021981517
"3096",267915.928497604
"3097",141787.381021595
"3098",180791.468651881
"3099",133827.110101313
"3100",164938.95693593
"3101",237637.905617802
"3102",207757.568535989
"3103",238296.295431774
"3104",171868.365317652
"3105",451984.844422463
"3106",270635.95625196
"3107",303130.509707791
"3108",346275.433657476
"3109",356711.80926897
"3110",316848.526216477
"3111",197070.14592521
"3112",224676.109501092
"3113",265530.016884964
"3114",122601.203960271
"3115",356887.747438371
"3116",218245.804976125
"3117",203119.153437733
"3118",180353.787013
"3119",291664.61280731
"3120",225403.101033709
"3121",186242.68986275
"3122",111358.097703682
"3123",82271.8491230044
"3124",168916.741705793
"3125",407901.604808938
"3126",247007.009097271
"3127",461270.547556961
"3128",199888.290536414
"3129",609743.039591053
"3130",170348.745340789
"3131",456627.995072455
"3132",0
"3133",413981.726525993
"3134",244914.2125944
"3135",433480.401201693
"3136",271538.553600265
"3137",199151.27860724
"3138",724934.500886768
"3139",146243.563810833
"3140",100040.446736679
"3141",246643.140824386
"3142",240901.152651571
"3143",54741.1815538064
"3144",156822.603340707
"3145",214109.396191424
"3146",159943.994904544
"3147",241185.971529659
"3148",161134.753645772
"3149",69125.1663412476
"3150",0
"3151",158302.949487821
"3152",205105.682120232
"3153",199604.804679038
"3154",168395.028703414
"3155",141076.388028556
"3156",316036.456305358
"3157",286967.607831457
"3158",643032.060121131
"3159",255390.86964207
"3160",361144.819165726
"3161",209605.559506776
"3162",253451.088690377
"3163",143775.856724217
"3164",78292.8362044007
"3165",580239.230881331
"3166",304144.071347588
"3167",536248.084216698
"3168",122998.019757404
"3169",514081.872645619
"3170",30346.1353524236
"3171",47703.4227212128
"3172",187526.857274457
"3173",363002.68878468
"3174",93807.8472030134
"3175",349775.473891634
"3176",231450.864295569
"3177",206957.367341443
"3178",112636.273602271
"3179",136520.513185046
"3180",623197.131591325
"3181",22041.9980008915
"3182",177047.807661029
"3183",325598.985475777
"3184",388122.238031144
"3185",249286.492632665
"3186",150778.387447806
"3187",237126.386854914
"3188",234007.144940992
"3189",143328.750075828
"3190",258938.108903111
"3191",325385.85972058
"3192",499596.502406452
"3193",446223.799227042
"3194",299148.869597538
"3195",275115.060914497
"3196",415944.343368423
"3197",700296.141438314
"3198",461470.313700643
"3199",100894.847786081
"3200",138768.465558405
"3201",109543.198496359
"3202",251890.20757994
"3203",63959.4873550229
"3204",354986.895335071
"3205",69532.0143584021
"3206",179650.679952215
"3207",655030.623249579
"3208",262078.924608374
"3209",179122.337561281
"3210",408856.531248191
"3211",495772.255614051
"3212",342596.098461067
"3213",182085.26766429
"3214",550719.504097653
"3215",673512.406945795
"3216",249592.524039113
"3217",226625.065227707
"3218",97717.933953071
"3219",149319.425195554
"3220",319146.645470809
"3221",233095.587978145
"3222",608707.252679744
"3223",376911.329247545
"3224",184842.680941972
"3225",63719.030136926
"3226",196717.45256881
"3227",177015.186201097
"3228",258828.933957788
"3229",213532.191770358
"3230",419180.44961899
"3231",356435.808985715
"3232",170895.566245497
"3233",164771.487354205
"3234",320464.179038962
"3235",417106.748879617
"3236",274384.544022474
"3237",139404.152576348
"3238",232219.905888285
"3239",180658.991161432
"3240",453834.896661197
"3241",326070.927076784
"3242",410917.739984766
"3243",330275.722343503
"3244",209632.325171601
"3245",364413.433288654
"3246",484158.016574293
"3247",205472.983377192
"3248",182309.554286745
"3249",140750.05386315
"3250",143935.673673745
"3251",322347.127169078
"3252",239797.630466047
"3253",43929.0047755905
"3254",208762.151260066
"3255",383398.581263063
"3256",203184.419997854
"3257",417831.412016295
"3258",380478.856797261
"3259",285229.51037025
"3260",366257.546485165
"3261",223409.876849153
"3262",160796.330888283
"3263",275297.737710095
"3264",293394.569361449
"3265",244572.704223441
"3266",81203.3874518208
"3267",556899.26801695
"3268",175074.913744323
"3269",440520.009354709
"3270",197318.645931915
"3271",348672.653084479
"3272",211074.211147208
"3273",703175.057862104
"3274",253472.00364121
"3275",119241.933602301
"3276",446005.146337081
"3277",432030.712944506
"3278",154906.885057834
"3279",238717.01058591
"3280",263201.334153925
"3281",204637.288218157
"3282",203906.614253063
"3283",298798.076763547
"3284",350669.59213167
"3285",122185.118132314
"3286",47611.2870032343
"3287",340904.0319919
"3288",483554.632589482
"3289",373820.854554028
"3290",354603.964626249
"3291",88573.6737915613
"3292",179602.072376924
"3293",454901.989262412
"3294",698092.139837914
"3295",215252.075784051
"3296",630542.942684901
"3297",260289.565931518
"3298",381306.769103654
"3299",292450.0546007
"3300",171997.446334466
"3301",86585.1861988242
"3302",42867.6861903989
"3303",206113.708729611
"3304",207057.907050921
"3305",674692.429225557
"3306",505009.409763324
"3307",229519.841507849
"3308",425042.756032999
"3309",121987.789221781
"3310",95166.5820470086
"3311",181599.631255978
"3312",282653.761699256
"3313",211741.299246556
"3314",230307.916216126
"3315",213470.333078935
"3316",348215.434809603
"3317",245440.831219309
"3318",180721.523242962
"3319",313408.400648165
"3320",181144.388658557
"3321",247521.635240087
"3322",154885.223604194
"3323",389620.41538364
"3324",273432.118717995
"3325",271680.244193611
"3326",238592.023586129
"3327",398819.087167337
"3328",190902.049193904
"3329",343940.433982114
"3330",276152.261752689
"3331",319082.233821259
"3332",37441.261145866
"3333",4232.12017483692
"3334",296862.165840484
"3335",249131.216156777
"3336",0
"3337",283593.930324939
"3338",144119.352131062
"3339",164948.571572581
"3340",225650.395316967
"3341",181177.714815083
"3342",308676.473704513
"3343",310454.61770426
"3344",355079.390095527
"3345",177245.485487692
"3346",301969.911724995
"3347",569465.810121807
"3348",276355.395127646
"3349",272383.080656292
"3350",200425.411166992
"3351",384404.033662086
"3352",580708.902209771
"3353",177694.490886006
"3354",277987.559961999
"3355",377290.901132841
"3356",201670.448877687
"3357",114713.857036657
"3358",455319.787502977
"3359",394780.218910132
"3360",364559.765821358
"3361",341490.965005676
"3362",271630.414558233
"3363",127368.127683902
"3364",191464.749880294
"3365",135246.965107591
"3366",125285.374790571
"3367",221284.459901037
"3368",380344.906863965
"3369",239401.346649788
"3370",151324.487868708
"3371",439331.89421448
"3372",285884.767021162
"3373",190407.843760774
"3374",251668.674299419
"3375",188656.997053735
"3376",401217.164910099
"3377",174612.387581339
"3378",158889.366204079
"3379",264537.41906018
"3380",220199.493505691
"3381",413233.120652073
"3382",515408.572232325
"3383",0
"3384",639443.420055226
"3385",167148.746461122
"3386",260813.209433336
"3387",125055.850663674
"3388",244683.133324577
"3389",186804.599031116
"3390",638016.45766887
"3391",163307.968534708
"3392",281899.712638926
"3393",341780.655454247
"3394",343449.411929161
"3395",299092.864743319
"3396",256520.471789749
"3397",142461.315400537
"3398",181199.226231817
"3399",296270.764092681
"3400",152514.348971948
"3401",284962.012690355
"3402",205818.703458943
"3403",213555.085111707
"3404",251881.436609893
"3405",308108.304570653
"3406",318306.894178783
"3407",337406.373849709
"3408",615104.851928179
"3409",141488.445217543
"3410",129960.611819492
"3411",291444.513784181
"3412",180416.003574272
"3413",212913.770010774
"3414",373177.539533781
"3415",254125.322173279
"3416",392718.889898348
"3417",479416.587885829
"3418",276844.928449461
"3419",320855.573391552
"3420",116357.406305184
"3421",222263.593631261
"3422",723505.875947512
"3423",539633.14353056
"3424",154602.85411271
"3425",287469.947541371
"3426",72558.3911779414
"3427",397619.798727032
"3428",473158.540376869
"3429",78695.3373092808
"3430",349316.173586375
"3431",249944.846219299
"3432",330536.057657119
"3433",406142.644588454
"3434",228880.704349739
"3435",252869.141329956
"3436",262249.199507781
"3437",166115.092022817
"3438",386290.027021939
"3439",134626.519083174
"3440",225620.506125471
"3441",456384.927986397
"3442",512638.690584553
"3443",153314.146479792
"3444",150939.313349586
"3445",242000.093191297
"3446",211554.008520391
"3447",237891.245780987
"3448",225003.405780064
"3449",147901.556798061
"3450",390598.076667798
"3451",120510.821471622
"3452",670293.679034294
"3453",222871.750116296
"3454",172482.20319626
"3455",163698.834979074
"3456",162834.133010403
"3457",424040.878543642
"3458",647553.137424175
"3459",157334.13822516
"3460",340484.863947459
"3461",203095.751388353
"3462",265624.350154116
"3463",345987.387849084
"3464",332798.807505533
"3465",337899.554458576
"3466",98911.0212706467
"3467",283805.177912234
"3468",274530.407267328
"3469",80473.9492679784
"3470",332219.003609688
"3471",454939.760510237
"3472",545975.62870167
"3473",189837.823712877
"3474",320336.490907261
"3475",235526.569399629
"3476",250893.20439109
"3477",75386.2292400437
"3478",108069.049792835
"3479",592999.743403388
"3480",217033.479676705
"3481",94803.887684398
"3482",317301.522052497
"3483",186138.081570548
"3484",332207.059124653
"3485",447051.18065996
"3486",467628.005332732
"3487",251801.8479528
"3488",140048.592930733
"3489",211014.040741536
"3490",96031.9750458287
"3491",229866.269862526
"3492",524573.716996259
"3493",166192.673289654
"3494",163677.971389823
"3495",80722.2170560773
"3496",191077.852421774
"3497",306605.238054738
"3498",200252.297118275
"3499",96165.8627943269
"3500",318909.12880288
"3501",220904.806084525
"3502",129938.425656301
"3503",253248.27685978
"3504",233808.479885946
"3505",249281.125174987
"3506",427653.120518159
"3507",169283.570458726
"3508",279197.037181467
"3509",329917.639288425
"3510",187364.450194986
"3511",297869.935212584
"3512",166780.94357156
"3513",63843.0185167236
"3514",206121.836028433
"3515",294442.25021406
"3516",255906.033605236
"3517",222220.68746598
"3518",0
"3519",231255.29482694
"3520",338007.260023985
"3521",161601.026200125
"3522",384579.537012082
"3523",215599.725492384
"3524",262366.98089949
"3525",508093.349513768
"3526",466613.238183768
"3527",275981.742980909
"3528",358589.646762187
"3529",172567.428041388
"3530",262212.268922001
"3531",575832.816783569
"3532",290450.214671827
"3533",134322.786726818
"3534",263832.007551072
"3535",88601.0486618727
"3536",445988.794352862
"3537",905559.083229512
"3538",0
"3539",406026.845859661
"3540",123636.501612286
"3541",293200.727325003
"3542",287625.52024086
"3543",356320.09264801
"3544",171809.8491561
"3545",228336.350736962
"3546",395714.123177158
"3547",287051.241480473
"3548",832131.584049153
"3549",140224.306804503
"3550",175075.426437587
"3551",214687.425035804
"3552",0
"3553",119844.110046695
"3554",259987.945974678
"3555",649612.288500603
"3556",235056.682050943
"3557",174213.080886512
"3558",200286.015839383
"3559",0
"3560",139125.503826295
"3561",286254.402400759
"3562",213013.871705168
"3563",316345.33665978
"3564",304262.617247343
"3565",436925.281160966
"3566",248275.105022641
"3567",194035.97871749
"3568",195903.454903953
"3569",189904.094890292
"3570",147323.773240507
"3571",147679.813021342
"3572",63516.5150510679
"3573",334006.276921633
"3574",498962.490571303
"3575",179899.28657069
"3576",103478.185403246
"3577",643658.09615211
"3578",297221.38814915
"3579",97683.1159030813
"3580",154273.691239531
"3581",165558.89535051
"3582",246514.095371543
"3583",216180.760732936
"3584",365769.852606988
"3585",0
"3586",279482.20019362
"3587",222823.451208855
"3588",338273.049858678
"3589",169084.827461814
"3590",241527.91553246
"3591",0
"3592",159325.707265125
"3593",216042.007863393
"3594",210307.757065313
"3595",271851.33924124
"3596",264388.464973527
"3597",258806.118953765
"3598",253057.929464158
"3599",234431.330067376
"3600",652307.779958768
"3601",481805.963044634
"3602",189202.23753166
"3603",102393.60355381
"3604",147707.288244831
"3605",167733.656362234
"3606",212430.169683741
"3607",207738.978728769
"3608",680815.921864216
"3609",279618.399033142
"3610",244228.156457642
"3611",102353.638692996
"3612",235145.133163355
"3613",341754.392509917
"3614",212246.752148868
"3615",348284.397828842
"3616",219960.808649734
"3617",373302.443912517
"3618",275852.686683328
"3619",201855.06799624
"3620",188152.121238705
"3621",169956.522631812
"3622",483466.623398696
"3623",172545.932801157
"3624",309964.889210328
"3625",0
"3626",59876.0986468943
"3627",348116.598967976
"3628",166700.548137576
"3629",415141.300118266
"3630",281838.369419329
"3631",223701.891482423
"3632",349467.692820742
"3633",232333.566302384
"3634",270834.679470308
"3635",462357.471165846
"3636",235812.548818065
"3637",350211.058222788
"3638",218475.489497643
"3639",100703.265555596
"3640",340535.019629633
"3641",265610.245829363
"3642",235077.98379775
"3643",447912.021134944
"3644",243550.005083593
"3645",217101.289963095
"3646",607723.697612571
"3647",141838.357152038
"3648",210689.079924575
"3649",417313.477252633
"3650",549816.912204641
"3651",0
"3652",234415.027831659
"3653",252860.378272672
"3654",405798.741405324
"3655",416130.350352587
"3656",414385.39493233
"3657",170433.614568475
"3658",350884.04327245
"3659",338006.475604034
"3660",264681.597638108
"3661",297415.749461075
"3662",783599.957100421
"3663",175108.531720684
"3664",204334.652977206
"3665",161387.244117805
"3666",153847.276654578
"3667",686909.683499601
"3668",328564.027968448
"3669",101266.698663707
"3670",280509.964374963
"3671",356867.207197741
"3672",845030.601814438
"3673",271918.879316105
"3674",242099.720007596
"3675",87232.4759710246
"3676",165929.570803888
"3677",375646.157271565
"3678",137219.042245962
"3679",458374.069662947
"3680",186181.994970905
"3681",329755.608799278
"3682",450650.051138928
"3683",576983.863346636
"3684",301127.441832995
"3685",180386.537939512
"3686",156493.455734415
"3687",127709.38206722
"3688",818725.573556431
"3689",204220.145599121
"3690",611753.623578249
"3691",476399.966818406
"3692",0
"3693",105044.485863625
"3694",309401.69507803
"3695",451356.863211475
"3696",95360.159300199
"3697",453445.520661854
"3698",405338.359986033
"3699",317265.325993469
"3700",166647.202007114
"3701",227187.742551291
"3702",739360.21971829
"3703",520900.143392526
"3704",561758.487387488
"3705",194471.249111134
"3706",486193.275436393
"3707",188610.623887396
"3708",389191.475456736
"3709",180548.273830866
"3710",185858.009706139
"3711",170480.18192326
"3712",355356.00724613
"3713",217540.707249149
"3714",224389.549690638
"3715",228240.542426513
"3716",209548.582585553
"3717",229669.5071114
"3718",184922.574156835
"3719",492958.510555975
"3720",471658.410107181
"3721",316540.275203084
"3722",293765.229700075
"3723",619321.80601856
"3724",367427.322245704
"3725",406779.399951581
"3726",320559.452104399
"3727",0
"3728",507393.740333694
"3729",715981.073889594
"3730",222346.276053885
"3731",309259.676364544
"3732",26026.8944289327
"3733",369117.681675415
"3734",428186.720484721
"3735",297709.079803313
"3736",174587.645164111
"3737",287327.320741182
"3738",205860.735425616
"3739",116216.617964243
"3740",190308.90512395
"3741",257570.032924429
"3742",157502.19223227
"3743",293444.58242202
"3744",431319.575300801
"3745",198635.037601481
"3746",351597.372896701
"3747",162950.405023314
"3748",426493.613781106
"3749",381392.651649328
"3750",213294.323230789
"3751",181933.855656005
"3752",130590.095197597
"3753",399373.352211981
"3754",108516.033775247
"3755",298661.687071613
"3756",195148.380301924
"3757",209578.625533255
"3758",326097.904514733
"3759",218291.42235021
"3760",212696.572922343
"3761",441241.963730137
"3762",637675.22524519
"3763",113284.628816397
"3764",366995.902322823
"3765",324147.577368277
"3766",215573.674504152
"3767",234840.52749796
"3768",257089.093739702
"3769",196648.480304512
"3770",93796.4901122598
"3771",271445.074885462
"3772",374056.974444779
"3773",280065.932579745
"3774",378790.610404869
"3775",403966.13538127
"3776",283933.257781029
"3777",176095.106568922
"3778",172092.507029359
"3779",196768.84570433
"3780",480944.888399771
"3781",194594.747738489
"3782",302758.146665154
"3783",259352.069130793
"3784",168536.322895328
"3785",207999.496634553
